date,division,title_fight,total_rounds,r_height,r_reach,r_stance,b_height,b_reach,b_stance,label,r_total_fights,r_current_win_streak,r_current_lose_streak,r_momentum,r_momentum_ema,b_total_fights,b_current_win_streak,b_current_lose_streak,b_momentum,b_momentum_ema,r_age,b_age,r_days_since_last_fight,r_days_since_debut,b_days_since_last_fight,b_days_since_debut,r_SLpM_last_5,b_SLpM_last_5,r_SLpM_career,b_SLpM_career,r_SLpM_ema,b_SLpM_ema,r_Str_Acc_last_5,b_Str_Acc_last_5,r_Str_Acc_career,b_Str_Acc_career,r_Str_Acc_ema,b_Str_Acc_ema,r_SApM_last_5,b_SApM_last_5,r_SApM_career,b_SApM_career,r_SApM_ema,b_SApM_ema,r_Str_Def_last_5,b_Str_Def_last_5,r_Str_Def_career,b_Str_Def_career,r_Str_Def_ema,b_Str_Def_ema,r_TD_Avg_last_5,b_TD_Avg_last_5,r_TD_Avg_career,b_TD_Avg_career,r_TD_Avg_ema,b_TD_Avg_ema,r_TD_Acc_last_5,b_TD_Acc_last_5,r_TD_Acc_career,b_TD_Acc_career,r_TD_Acc_ema,b_TD_Acc_ema,r_TD_Def_last_5,b_TD_Def_last_5,r_TD_Def_career,b_TD_Def_career,r_TD_Def_ema,b_TD_Def_ema,r_Sub_Avg_last_5,b_Sub_Avg_last_5,r_Sub_Avg_career,b_Sub_Avg_career,r_Sub_Avg_ema,b_Sub_Avg_ema,r_TSLpM_last_5,b_TSLpM_last_5,r_TSLpM_career,b_TSLpM_career,r_TSLpM_ema,b_TSLpM_ema,r_TStr_Acc_last_5,b_TStr_Acc_last_5,r_TStr_Acc_career,b_TStr_Acc_career,r_TStr_Acc_ema,b_TStr_Acc_ema,r_CtrlpM_last_5,b_CtrlpM_last_5,r_CtrlpM_career,b_CtrlpM_career,r_CtrlpM_ema,b_CtrlpM_ema,r_HeadSLpM_last_5,b_HeadSLpM_last_5,r_HeadSLpM_career,b_HeadSLpM_career,r_HeadSLpM_ema,b_HeadSLpM_ema,r_BodySLpM_last_5,b_BodySLpM_last_5,r_BodySLpM_career,b_BodySLpM_career,r_BodySLpM_ema,b_BodySLpM_ema,r_LegSLpM_last_5,b_LegSLpM_last_5,r_LegSLpM_career,b_LegSLpM_career,r_LegSLpM_ema,b_LegSLpM_ema,r_DistSLpM_last_5,b_DistSLpM_last_5,r_DistSLpM_career,b_DistSLpM_career,r_DistSLpM_ema,b_DistSLpM_ema,r_ClinchSLpM_last_5,b_ClinchSLpM_last_5,r_ClinchSLpM_career,b_ClinchSLpM_career,r_ClinchSLpM_ema,b_ClinchSLpM_ema,r_GroundSLpM_last_5,b_GroundSLpM_last_5,r_GroundSLpM_career,b_GroundSLpM_career,r_GroundSLpM_ema,b_GroundSLpM_ema,r_TSApM_last_5,b_TSApM_last_5,r_TSApM_career,b_TSApM_career,r_TSApM_ema,b_TSApM_ema,r_TStr_Def_last_5,b_TStr_Def_last_5,r_TStr_Def_career,b_TStr_Def_career,r_TStr_Def_ema,b_TStr_Def_ema,r_OpCtrlpM_last_5,b_OpCtrlpM_last_5,r_OpCtrlpM_career,b_OpCtrlpM_career,r_OpCtrlpM_ema,b_OpCtrlpM_ema,r_HeadSApM_last_5,b_HeadSApM_last_5,r_HeadSApM_career,b_HeadSApM_career,r_HeadSApM_ema,b_HeadSApM_ema,r_BodySApM_last_5,b_BodySApM_last_5,r_BodySApM_career,b_BodySApM_career,r_BodySApM_ema,b_BodySApM_ema,r_LegSApM_last_5,b_LegSApM_last_5,r_LegSApM_career,b_LegSApM_career,r_LegSApM_ema,b_LegSApM_ema,r_DistSApM_last_5,b_DistSApM_last_5,r_DistSApM_career,b_DistSApM_career,r_DistSApM_ema,b_DistSApM_ema,r_ClinchSApM_last_5,b_ClinchSApM_last_5,r_ClinchSApM_career,b_ClinchSApM_career,r_ClinchSApM_ema,b_ClinchSApM_ema,r_GroundSApM_last_5,b_GroundSApM_last_5,r_GroundSApM_career,b_GroundSApM_career,r_GroundSApM_ema,b_GroundSApM_ema,r_avg_time_last_5,b_avg_time_last_5,r_avg_time_career,b_avg_time_career,r_avg_time_ema,b_avg_time_ema,r_reach_height_ratio,b_reach_height_ratio,r_finish_rate,r_win_ratio,r_ko_per_fight,r_sub_per_fight,b_finish_rate,b_win_ratio,b_ko_per_fight,b_sub_per_fight
2001-11-02,lightweight,No,Three,175.26,177.8,Orthodox,170.18,177.8,Southpaw,0,2,2,0,2,0.75,2,1,0,0,0.25,22.0,26.0,126.0,182.0,126.0,252.0,3.333,3.222,3.333,3.222,3.5552,2.9776,71.875,48.282,71.875,48.282,71.25,48.5266,0.488,2.6665,0.488,2.6665,0.5115999999999999,2.5332,68.5715,57.839,68.5715,57.839,66.2858,58.63759999999999,3.0305,9.233500000000001,3.0305,9.233500000000001,3.6365999999999996,7.746800000000001,50.0,31.0,50.0,31.0,60.0,27.2,50.0,0.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713999999999999,5.009,9.713999999999999,5.009,10.841999999999999,4.4552000000000005,86.4935,55.3345,86.4935,55.3345,86.86919999999999,54.7348,28.754,17.28,28.754,17.28,33.9122,14.736,2.3735,2.5244999999999997,2.3735,2.5244999999999997,2.626,2.2516,0.9595,0.08,0.9595,0.08,0.9292,0.096,0.0,0.6180000000000001,0.0,0.6180000000000001,0.0,0.6304000000000001,0.303,1.3755,0.303,1.3755,0.3636,1.4284,1.0435,0.14,1.0435,0.14,0.956,0.168,1.9865000000000002,1.7065000000000001,1.9865000000000002,1.7065000000000001,2.2356,1.3812000000000002,5.7405,4.0045,5.7405,4.0045,5.0368,4.0276,20.23,47.162,20.23,47.162,21.5174,46.59439999999999,23.754,4.4,23.754,4.4,19.2456,5.28,0.185,1.871,0.185,1.871,0.148,1.8008,0.202,0.12,0.202,0.12,0.2424,0.144,0.101,0.6755,0.101,0.6755,0.1212,0.5884,0.101,2.009,0.101,2.009,0.1212,1.8552,0.202,0.638,0.202,0.638,0.2424,0.6544000000000001,0.185,0.02,0.185,0.02,0.148,0.024,3.825,13.4,3.825,13.4,4.050000000000001,15.72,1.014,1.045,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0
2002-01-11,lightweight,Yes,Five,170.18,177.8,Southpaw,175.26,177.8,Orthodox,0,2,2,0,2,0.75,3,3,0,3,0.875,27.0,23.0,105.0,322.0,70.0,252.0,1.54,11.313,1.54,11.313,1.6320000000000001,13.04232,41.584,75.69433333333333,41.584,75.69433333333333,40.900800000000004,76.0832,1.3,0.3253333333333333,1.3,0.3253333333333333,1.44,0.30695999999999996,59.6225,79.04766666666667,59.6225,79.04766666666667,57.797,79.77148,0.0,29.292999999999996,0.0,29.292999999999996,0.0,34.90916,0.0,66.66666666666667,0.0,66.66666666666667,0.0,76.0,85.6665,33.333333333333336,85.6665,33.333333333333336,86.13319999999999,36.0,0.3,0.0,0.3,0.0,0.24,0.0,4.0600000000000005,15.566999999999998,4.0600000000000005,15.566999999999998,4.072,17.4144,64.60249999999999,85.44,64.60249999999999,85.44,62.8172,85.45472,23.619999999999997,22.805666666666667,23.619999999999997,22.805666666666667,20.656,24.71092,1.12,10.673333333333332,1.12,10.673333333333332,1.2,12.4848,0.26,0.6396666666666667,0.26,0.6396666666666667,0.256,0.55752,0.16,0.0,0.16,0.0,0.176,0.0,0.8,2.0203333333333333,0.8,2.0203333333333333,0.888,2.40016,0.42,0.6956666666666668,0.42,0.6956666666666668,0.48,0.5736,0.32,8.597,0.32,8.597,0.264,10.068560000000002,2.24,3.827,2.24,3.827,2.24,3.0220800000000003,43.063,46.82,43.063,46.82,43.983200000000004,52.91044,4.52,15.836,4.52,15.836,4.5280000000000005,11.54736,0.6599999999999999,0.12333333333333334,0.6599999999999999,0.12333333333333334,0.76,0.08879999999999999,0.16,0.13466666666666668,0.16,0.13466666666666668,0.16,0.14543999999999999,0.48000000000000004,0.06733333333333334,0.48000000000000004,0.06733333333333334,0.52,0.07271999999999999,1.08,0.06733333333333334,1.08,0.06733333333333334,1.192,0.07271999999999999,0.14,0.13466666666666668,0.14,0.13466666666666668,0.168,0.14543999999999999,0.08,0.12333333333333334,0.08,0.12333333333333334,0.08,0.08879999999999999,25.0,2.611111111111111,25.0,2.611111111111111,25.0,2.5033333333333334,1.045,1.014,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2002-03-22,heavyweight,Yes,Five,190.5,198.12,Orthodox,185.42,190.5,Orthodox,0,3,2,0,1,0.625,2,2,0,2,0.75,24.0,38.0,140.0,392.0,140.0,322.0,2.7583333333333333,2.9135,2.7583333333333333,2.9135,2.77532,2.8828,60.812666666666665,68.6605,60.812666666666665,68.6605,62.0188,66.6234,1.3943333333333332,1.3265,1.3943333333333332,1.3265,1.5037599999999998,1.3972,40.36533333333333,61.438,40.36533333333333,61.438,45.88028,61.3726,2.2113333333333336,2.5835,2.2113333333333336,2.5835,2.10192,2.4268,66.66666666666667,40.0,66.66666666666667,40.0,64.0,36.0,16.666666666666668,0.0,16.666666666666668,0.0,20.0,0.0,1.6803333333333335,0.0,1.6803333333333335,0.0,1.4647199999999998,0.0,6.009,6.606,6.009,6.606,6.26292,6.460800000000001,69.708,81.45349999999999,69.708,81.45349999999999,70.05736,80.0866,28.08566666666667,22.5775,28.08566666666667,22.5775,25.794800000000002,21.886000000000003,1.797,2.0300000000000002,1.797,2.0300000000000002,1.7158399999999998,2.032,0.32033333333333336,0.0975,0.32033333333333336,0.0975,0.35872000000000004,0.102,0.641,0.7865,0.641,0.7865,0.7007599999999999,0.7492,1.0693333333333332,1.2335,1.0693333333333332,1.2335,1.1591199999999997,1.2108,0.49833333333333335,0.5495,0.49833333333333335,0.5495,0.5552,0.5996,1.191,1.1305,1.191,1.1305,1.06136,1.0724,2.2976666666666667,2.268,2.2976666666666667,2.268,2.46028,2.4223999999999997,42.234,49.801500000000004,42.234,49.801500000000004,42.903079999999996,49.2856,9.638,5.232,9.638,5.232,10.384360000000001,6.2336,0.7480000000000001,0.8395,0.7480000000000001,0.8395,0.8206,0.8876000000000001,0.14233333333333334,0.0975,0.14233333333333334,0.0975,0.15796,0.102,0.504,0.38949999999999996,0.504,0.38949999999999996,0.5252,0.40759999999999996,0.9319999999999999,0.9165,0.9319999999999999,0.9165,0.9832,0.9652000000000001,0.35600000000000004,0.2895,0.35600000000000004,0.2895,0.3929599999999999,0.2876,0.10633333333333334,0.12,0.10633333333333334,0.12,0.12760000000000002,0.144,7.705555555555556,19.183333333333334,7.705555555555556,19.183333333333334,8.176666666666666,20.346666666666668,1.04,1.027,1.0,0.667,0.333,0.333,0.5,1.0,0.5,0.0
2002-03-22,light heavyweight,No,Three,182.88,187.96,Orthodox,190.5,195.58,Orthodox,0,2,1,0,0,0.25,2,0,1,0,-0.25,31.0,31.0,140.0,392.0,266.0,392.0,0.338,0.7735,0.338,0.7735,0.27040000000000003,0.7584,50.0,38.75,50.0,38.75,40.0,39.0,6.9005,5.6505,6.9005,5.6505,8.1454,4.7994,25.0,50.339,25.0,50.339,20.0,52.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6665,0.0,16.6665,0.0,13.3332,0.0,5.0705,5.2325,5.0705,5.2325,4.0564,6.279,0.507,5.361,0.507,5.361,0.4056,5.754,42.857,77.0835,42.857,77.0835,34.2856,79.1668,0.9375,0.0,0.9375,0.0,1.125,0.0,0.169,0.283,0.169,0.283,0.13520000000000001,0.2264,0.0,0.1745,0.0,0.1745,0.0,0.20939999999999998,0.169,0.31599999999999995,0.169,0.31599999999999995,0.13520000000000001,0.3226,0.2535,0.7735,0.2535,0.7735,0.2028,0.7584,0.0845,0.0,0.0845,0.0,0.06760000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5765,13.091,7.5765,13.091,8.6862,12.4262,12.5,26.796,12.5,26.796,10.0,26.3016,24.008,50.5025,24.008,50.5025,19.5814,50.8672,4.088,5.0520000000000005,4.088,5.0520000000000005,4.7704,4.251,1.875,0.31599999999999995,1.875,0.31599999999999995,2.25,0.3226,0.9375,0.283,0.9375,0.283,1.125,0.2264,1.1065,0.7735,1.1065,0.7735,1.2602,0.7584,3.75,0.1415,3.75,0.1415,4.5,0.1132,2.044,4.736,2.044,4.736,2.3852,3.9284,3.225,3.2,3.225,3.2,2.6866666666666665,3.1333333333333333,1.028,1.027,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5
2002-09-27,lightweight,No,Three,175.26,177.8,Orthodox,167.64,172.72,Orthodox,0,5,1,0,3,0.46875,3,2,0,1,0.625,23.0,28.0,140.0,511.0,189.0,511.0,8.1102,0.649,8.1102,0.649,7.0264352,0.65588,69.8828,39.31366666666667,69.8828,39.31366666666667,67.892272,37.10584,0.6424,0.604,0.6424,0.604,0.7617056,0.58032,64.6734,60.38966666666666,64.6734,60.38966666666666,53.4114928,64.93516,18.415799999999997,3.3586666666666667,18.415799999999997,3.3586666666666667,13.575297599999999,3.4696,54.0,24.572666666666663,54.0,24.572666666666663,44.16,24.8718,32.5,11.110999999999999,32.5,11.110999999999999,37.96,11.999879999999997,0.24,7.066333333333333,0.24,7.066333333333333,0.288,7.8784,12.799199999999999,2.6233333333333335,12.799199999999999,2.6233333333333335,12.156784,2.862,83.44919999999999,65.29333333333334,83.44919999999999,65.29333333333334,82.86737919999999,65.57488000000001,21.717599999999997,33.349,21.717599999999997,33.349,22.506731199999997,33.85956,7.089599999999999,0.4036666666666667,7.089599999999999,0.4036666666666667,5.641728,0.43892,0.7578,0.134,0.7578,0.134,0.9167072,0.11268,0.26280000000000003,0.11166666666666668,0.26280000000000003,0.11166666666666668,0.46799999999999997,0.10464,1.572,0.17900000000000002,1.572,0.17900000000000002,1.3340576,0.16932,0.9186,0.06733333333333334,0.9186,0.06733333333333334,1.189696,0.07271999999999999,5.6198,0.403,5.6198,0.403,4.503081600000001,0.4142,3.463,3.61,3.463,3.61,2.6407488000000003,3.912,38.9738,20.615,38.9738,20.615,35.305918399999996,20.844279999999998,16.038400000000003,12.117333333333333,16.038400000000003,12.117333333333333,14.024249600000001,12.25104,0.3458,0.22366666666666668,0.3458,0.22366666666666668,0.39636800000000005,0.20952,0.2162,0.22366666666666668,0.2162,0.22366666666666668,0.29115840000000004,0.20952,0.0804,0.157,0.0804,0.157,0.07417920000000001,0.16152,0.24020000000000002,0.26866666666666666,0.24020000000000002,0.26866666666666666,0.2849792,0.2742,0.2002,0.268,0.2002,0.268,0.2719584,0.24144000000000002,0.20179999999999998,0.06733333333333334,0.20179999999999998,0.06733333333333334,0.204368,0.06468,8.243333333333334,10.93888888888889,8.243333333333334,10.93888888888889,10.254533333333335,10.132666666666667,1.014,1.03,1.0,0.8,0.8,0.0,0.5,0.667,0.0,0.333
2002-11-22,light heavyweight,No,Three,187.96,193.04,Orthodox,185.42,190.5,Orthodox,0,4,4,0,4,0.9375,2,1,0,0,0.25,32.0,27.0,153.0,567.0,132.0,315.0,2.5105,1.4665,2.5105,1.4665,2.640608,1.1998,45.42175,56.667,45.42175,56.667,47.66232,58.667,1.0165,0.8335,1.0165,0.8335,1.0931199999999999,0.9068,41.175,59.423,41.175,59.423,43.108959999999996,58.307599999999994,0.0,2.0,0.0,2.0,0.0,1.6,0.0,50.0,0.0,50.0,0.0,40.0,53.75,50.0,53.75,50.0,44.559999999999995,40.0,0.0,2.5,0.0,2.5,0.0,3.0,2.9692499999999997,4.7,2.9692499999999997,4.7,3.2331119999999998,4.08,48.83275,79.7745,48.83275,79.7745,51.893192,82.28120000000001,5.75125,25.9335,5.75125,25.9335,7.075808,20.7468,1.0345,1.2335,1.0345,1.2335,0.934928,1.0002,0.29225,0.0665,0.29225,0.0665,0.308952,0.053200000000000004,1.1832500000000001,0.167,1.1832500000000001,0.167,1.3962720000000002,0.14700000000000002,1.71775,0.3,1.71775,0.3,1.722976,0.24,0.542,0.0335,0.542,0.0335,0.6703760000000001,0.0402,0.25,1.1335000000000002,0.25,1.1335000000000002,0.2464,0.9202000000000001,1.30875,5.0335,1.30875,5.0335,1.419224,4.986800000000001,39.8145,24.101,39.8145,24.101,40.932159999999996,24.8808,10.6755,25.666500000000003,10.6755,25.666500000000003,10.514855999999998,30.7598,0.65,0.7,0.65,0.7,0.668768,0.8,0.05,0.1,0.05,0.1,0.041568,0.08000000000000002,0.31675,0.0335,0.31675,0.0335,0.38292800000000005,0.026800000000000004,0.8832500000000001,0.2,0.8832500000000001,0.2,0.9139680000000001,0.16000000000000003,0.06675,0.0,0.06675,0.0,0.08964800000000002,0.0,0.06675,0.6335,0.06675,0.6335,0.08964800000000002,0.7468,11.575,15.0,11.575,15.0,12.0408,15.0,1.027,1.027,0.25,1.0,0.25,0.0,0.0,0.5,0.0,0.0
2003-02-28,middleweight,No,Three,182.88,187.96,Southpaw,175.26,182.88,Orthodox,0,5,1,0,3,0.46875,4,2,0,2,0.6875,32.0,26.0,154.0,483.0,154.0,735.0,3.79475,10.829,3.79475,10.829,3.0905839999999998,12.319560000000003,50.98975,56.20766666666666,50.98975,56.20766666666666,46.400912,57.42668,1.51375,3.6943333333333332,1.51375,3.6943333333333332,1.712856,3.76116,50.63175,50.06066666666667,50.63175,50.06066666666667,51.514455999999996,52.69408,3.6905,0.0,3.6905,0.0,3.9497280000000003,0.0,52.777750000000005,0.0,52.777750000000005,0.0,50.666703999999996,0.0,50.0,18.518666666666665,50.0,18.518666666666665,61.599999999999994,20.000159999999997,0.32475,0.6666666666666666,0.32475,0.6666666666666666,0.31176,0.72,11.69575,12.789666666666667,11.69575,12.789666666666667,9.901079999999999,14.115240000000002,73.24275,65.59466666666667,73.24275,65.59466666666667,70.557832,66.39464,38.2705,8.987333333333334,38.2705,8.987333333333334,35.66068,7.65492,2.68775,10.562,2.68775,10.562,2.0720400000000003,12.071400000000002,0.42400000000000004,0.13333333333333333,0.42400000000000004,0.13333333333333333,0.362208,0.144,0.683,0.134,0.683,0.134,0.6561520000000001,0.10452000000000002,0.4515,9.425,0.4515,9.425,0.47824,11.084760000000003,1.04125,0.4223333333333333,1.04125,0.4223333333333333,1.000728,0.4561199999999999,2.30225,0.9820000000000001,2.30225,0.9820000000000001,1.611856,0.77904,3.0900000000000003,6.894333333333333,3.0900000000000003,6.894333333333333,3.341256,7.21716,38.311749999999996,45.62366666666666,38.311749999999996,45.62366666666666,38.45456,47.902120000000004,7.201,14.179666666666668,7.201,14.179666666666668,7.0601519999999995,15.193319999999998,0.80825,1.8709999999999998,0.80825,1.8709999999999998,0.778632,1.73916,0.38925000000000004,0.19999999999999998,0.38925000000000004,0.19999999999999998,0.440368,0.216,0.31675,1.6233333333333333,0.31675,1.6233333333333333,0.49447199999999997,1.8061200000000002,0.7475,2.159666666666667,0.7475,2.159666666666667,0.9687600000000001,2.18424,0.44325,0.5776666666666667,0.44325,0.5776666666666667,0.4483919999999999,0.62388,0.32325,0.9566666666666667,0.32325,0.9566666666666667,0.29591999999999996,0.9528,11.175,6.094444444444445,11.175,6.094444444444445,12.465599999999998,6.236,1.028,1.043,0.25,0.8,0.2,0.0,0.667,0.75,0.5,0.0
2003-04-25,welterweight,Yes,Five,175.26,185.42,Switch,167.64,170.18,Orthodox,0,4,4,0,4,0.9375,3,3,0,3,0.875,29.0,29.0,154.0,539.0,210.0,791.0,2.68825,1.403,2.68825,1.403,3.0631520000000005,1.4024,65.82175000000001,72.5,65.82175000000001,72.5,66.858824,72.0,0.23725000000000002,0.954,0.23725000000000002,0.954,0.225632,0.8166000000000001,61.60725,70.5555,61.60725,70.5555,59.828695999999994,72.4444,5.7545,5.258,5.7545,5.258,5.061744,5.606400000000001,87.12125,35.0,87.12125,35.0,89.381872,38.0,25.0,0.0,25.0,0.0,24.0,0.0,0.783,0.0,0.783,0.0,0.6958559999999999,0.0,5.2932500000000005,9.3245,5.2932500000000005,9.3245,5.5846800000000005,10.486199999999998,78.64150000000001,91.213,78.64150000000001,91.213,78.489408,91.80860000000001,47.98725,46.3645,47.98725,46.3645,47.895224,46.825,2.07425,1.2365,2.07425,1.2365,2.2320879999999996,1.2026,0.51425,0.0335,0.51425,0.0335,0.671304,0.0402,0.1,0.1335,0.1,0.1335,0.16000000000000003,0.1602,0.311,0.0665,0.311,0.0665,0.38393600000000006,0.0798,0.105,0.1665,0.105,0.1665,0.08798399999999999,0.1998,2.27275,1.1695,2.27275,1.1695,2.591616,1.1221999999999999,1.0495,4.4855,1.0495,4.4855,0.8979439999999999,3.6950000000000003,37.739999999999995,45.0355,37.739999999999995,45.0355,40.21772,49.3618,4.303,0.887,4.303,0.887,3.7848240000000004,0.7362000000000001,0.14575,0.7364999999999999,0.14575,0.7364999999999999,0.15060800000000002,0.6026,0.0775,0.1835,0.0775,0.1835,0.06695999999999999,0.1734,0.014,0.0335,0.014,0.0335,0.008064000000000002,0.0402,0.133,0.5355,0.133,0.5355,0.13299200000000003,0.45499999999999996,0.0775,0.418,0.0775,0.418,0.06695999999999999,0.361,0.02675,0.0,0.02675,0.0,0.02568,0.0,12.020833333333332,9.633333333333333,12.020833333333332,9.633333333333333,10.4556,10.706666666666667,1.058,1.015,1.0,1.0,1.0,0.0,0.667,1.0,0.333,0.333
2003-06-06,light heavyweight,Yes,Five,185.42,190.5,Orthodox,187.96,193.04,Orthodox,0,4,0,2,0,-0.5625,5,5,0,5,0.96875,39.0,33.0,252.0,763.0,196.0,763.0,2.349,2.8998,2.349,2.8998,2.1649279999999997,3.3671648,68.25874999999999,43.766000000000005,68.25874999999999,43.766000000000005,64.555784,43.454592,2.23375,1.4989999999999999,2.23375,1.4989999999999999,2.281232,2.027472,53.86475,41.8288,53.86475,41.8288,52.514056,43.642976000000004,2.4957499999999997,0.0,2.4957499999999997,0.0,2.549648,0.0,53.33325,0.0,53.33325,0.0,60.95992,0.0,5.0,63.0,5.0,63.0,8.0,66.73599999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.976500000000001,3.2668,4.976500000000001,3.2668,4.452608000000001,3.7226671999999996,79.47125,46.4948,79.47125,46.4948,76.55213599999999,45.9931152,28.459000000000003,4.8068,28.459000000000003,4.8068,28.038720000000005,4.6570848,1.701,1.6503999999999999,1.701,1.6503999999999999,1.612,2.2065568,0.20725,0.3024,0.20725,0.3024,0.22359999999999997,0.3225712,0.441,0.9466000000000001,0.441,0.9466000000000001,0.329472,0.8377632,0.71425,2.197,0.71425,2.197,0.591888,2.6793856,0.53775,0.43360000000000004,0.53775,0.43360000000000004,0.5030560000000001,0.4022256,1.097,0.2686,1.097,0.2686,1.069984,0.28504,3.9037499999999996,1.7328,3.9037499999999996,1.7328,4.418864,2.2231344,40.70775,40.7404,40.70775,40.7404,37.010495999999996,42.336895999999996,12.82325,8.5404,12.82325,8.5404,16.655696,6.308913599999999,1.597,0.6572,1.597,0.6572,1.685536,0.6756608000000001,0.405,0.04,0.405,0.04,0.4064,0.0249408,0.23149999999999998,0.8019999999999999,0.23149999999999998,0.8019999999999999,0.18889599999999998,1.3269568,0.534,1.3923999999999999,0.534,1.3923999999999999,0.468672,1.9199807999999998,0.50575,0.0534,0.50575,0.0534,0.46401600000000004,0.05378880000000001,1.194,0.0534,1.194,0.0534,1.34864,0.05378880000000001,17.754166666666666,9.843333333333332,17.754166666666666,9.843333333333332,18.851466666666667,8.391146666666666,1.027,1.027,0.5,0.5,0.25,0.0,0.4,1.0,0.4,0.0
2003-09-26,heavyweight,No,Three,190.5,195.58,Orthodox,182.88,187.96,Orthodox,0,3,1,0,-1,0.125,4,2,0,2,0.6875,24.0,32.0,308.0,819.0,210.0,819.0,4.989666666666667,2.31325,4.989666666666667,2.31325,5.43152,2.376568,45.38466666666667,59.412000000000006,45.38466666666667,59.412000000000006,46.369279999999996,61.961168,1.9006666666666667,0.8567500000000001,1.9006666666666667,0.8567500000000001,1.8077199999999998,0.703112,65.71966666666667,39.511250000000004,65.71966666666667,39.511250000000004,66.6636,44.855912000000004,0.0,3.95,0.0,3.95,0.0,4.462400000000001,0.0,52.4125,0.0,52.4125,0.0,50.526528,25.0,86.111,25.0,86.111,27.0,91.99993599999999,0.0,0.0,0.0,0.0,0.0,0.0,5.1946666666666665,7.94,5.1946666666666665,7.94,5.65292,8.039207999999999,49.46366666666666,81.04475,49.46366666666666,81.04475,50.77459999999999,81.99130400000001,1.2963333333333333,33.9265,1.2963333333333333,33.9265,1.49236,35.563528,2.3713333333333333,1.71325,2.3713333333333333,1.71325,2.67432,1.77224,0.028333333333333335,0.43,0.028333333333333335,0.43,0.0204,0.404008,2.590333333333333,0.17,2.590333333333333,0.17,2.7371999999999996,0.20032000000000003,3.8186666666666667,0.28,3.8186666666666667,0.28,4.05396,0.353752,1.171,0.6567500000000001,1.171,0.6567500000000001,1.3775600000000001,0.6186320000000001,0.0,1.37675,0.0,1.37675,0.0,1.4043999999999999,2.896333333333333,4.460000000000001,2.896333333333333,4.460000000000001,2.88304,3.512152,60.323,14.7305,60.323,14.7305,60.8352,20.683512,13.030666666666667,14.43675,13.030666666666667,14.43675,14.073119999999998,9.733039999999999,0.957,0.27,0.957,0.27,0.9314399999999999,0.25792000000000004,0.11633333333333334,0.1135,0.11633333333333334,0.1135,0.11544,0.08735200000000001,0.8273333333333334,0.47325,0.8273333333333334,0.47325,0.7608400000000001,0.35784000000000005,1.199,0.2335,1.199,0.2335,1.06012,0.310072,0.11633333333333334,0.50325,0.11633333333333334,0.50325,0.11544,0.32392,0.5856666666666667,0.12,0.5856666666666667,0.12,0.6325199999999999,0.06912,8.144444444444444,14.791666666666666,8.144444444444444,14.791666666666666,7.437999999999999,13.84,1.027,1.028,1.0,0.333,0.333,0.0,0.333,0.75,0.25,0.0
